word,Valence,Arousal,Dominance
飽和する,0.281,0.68,0.467
飽和,0.474,0.7,0.442
飽和,0.255,0.582,0.583
サテュロス,0.28,0.639,0.5
ソース,0.562,0.515,0.288
鍋,0.347,0.264,0.321
受け皿,0.51,0.327,0.337
生意気,0.25,0.653,0.391
ザワークラウト,0.531,0.454,0.336
サウナ,0.781,0.35,0.455
ソーセージ,0.542,0.429,0.3
野蛮,0.204,0.931,0.605
野蛮人,0.219,0.907,0.711
サバンナ,0.606,0.147,0.394
サバンナ,0.729,0.212,0.309
賢者,0.781,0.451,0.818
保存,0.77,0.439,0.682
セーバー,0.745,0.382,0.802
保存,0.663,0.23,0.621
節約,0.776,0.431,0.608
救世主,0.92,0.469,0.804
味わう,0.827,0.552,0.526
香ばしい,0.812,0.717,0.619
精通した,0.719,0.52,0.706
鋸,0.316,0.541,0.518
おがくず,0.398,0.279,0.241
製材所,0.427,0.378,0.434
サックス,0.573,0.465,0.409
サックス,0.688,0.444,0.482
いう,0.571,0.31,0.482
さよなら,0.56,0.398,0.402
かさぶた,0.354,0.33,0.272
鞘,0.325,0.219,0.217
足場,0.48,0.5,0.336
足場,0.496,0.366,0.545
火傷,0.271,0.54,0.381
規模,0.31,0.35,0.577
はかり,0.439,0.33,0.491
ホタテ貝,0.49,0.363,0.331
頭皮,0.347,0.346,0.302
メス,0.302,0.7,0.482
うろこ状の,0.281,0.481,0.358
詐欺,0.042,0.745,0.418
詐欺,0.458,0.464,0.371
スカンピ,0.531,0.448,0.224
スキャン,0.479,0.423,0.47
スキャンダル,0.122,0.821,0.557
スキャンダラス,0.135,0.907,0.556
スキャナー,0.531,0.356,0.567
乏しい,0.287,0.333,0.127
スケープ,0.29,0.625,0.536
スケープゴート,0.184,0.685,0.481
傷跡,0.146,0.5,0.397
スカラベ,0.406,0.458,0.267
乏しい,0.292,0.324,0.218
かろうじて,0.082,0.412,0.16
希少性,0.167,0.5,0.182
怖がらせる,0.122,0.91,0.264
かかし,0.219,0.274,0.349
怖がった,0.146,0.828,0.185
怖がらせる,0.122,0.847,0.386
スカーフ,0.75,0.224,0.224
もっと怖い,0.156,0.846,0.472
一番怖い,0.167,0.863,0.538
スカーレット,0.507,0.39,0.411
怖い,0.062,0.952,0.528
スキャット,0.337,0.548,0.409
散らばる,0.229,0.62,0.404
散らばっている,0.208,0.38,0.238
散乱,0.347,0.55,0.394
スカベンジャー,0.177,0.578,0.408
シナリオ,0.667,0.51,0.683
シーン,0.57,0.34,0.578
景色,0.745,0.253,0.592
風光明媚な,0.684,0.548,0.756
香り,0.633,0.41,0.491
香ばしい,0.865,0.509,0.431
笏,0.63,0.3,0.67
懐疑的,0.214,0.387,0.466
懐疑論,0.292,0.444,0.55
シャーデンフロイデ,0.354,0.64,0.463
スケジュール,0.51,0.38,0.48
回路図,0.49,0.284,0.647
図式,0.521,0.269,0.577
シリング,0.367,0.41,0.418
分裂,0.28,0.569,0.386
統合失調症,0.092,0.88,0.435
統合失調症,0.102,0.958,0.433
シュレプ,0.302,0.426,0.382
シュマック,0.363,0.412,0.375
シュナップス,0.583,0.567,0.417
シュニッツェル,0.365,0.43,0.382
学者,0.694,0.421,0.731
学術的な,0.75,0.466,0.709
奨学金,0.866,0.49,0.625
学問的な,0.5,0.47,0.491
学校,0.765,0.423,0.633
男子生徒,0.623,0.385,0.441
女子高生,0.76,0.521,0.415
校舎,0.602,0.407,0.672
学校教育,0.582,0.462,0.64
校長,0.667,0.368,0.852
学校の先生,0.521,0.38,0.632
学校の勉強,0.479,0.5,0.481
校庭,0.684,0.529,0.44
スクーナー,0.635,0.408,0.427
坐骨神経痛,0.286,0.443,0.393
理科,0.588,0.429,0.741
科学的,0.653,0.51,0.836
科学者,0.562,0.5,0.79
SF,0.592,0.57,0.394
シンティラ,0.476,0.528,0.385
きらめく,0.65,0.736,0.612
シンチレーション,0.576,0.579,0.573
シンチレーター,0.583,0.67,0.51
末裔,0.49,0.38,0.451
はさみ,0.458,0.462,0.302
嘲笑する,0.125,0.686,0.306
叱る,0.194,0.755,0.626
叱る,0.071,0.833,0.417
スコーン,0.418,0.287,0.229
スクープ,0.583,0.543,0.64
スクート,0.51,0.49,0.412
スクーター,0.51,0.587,0.371
範囲,0.656,0.386,0.718
焦げる,0.214,0.689,0.491
灼熱,0.406,0.635,0.464
スコア,0.67,0.388,0.589
スコアボード,0.667,0.484,0.472
得点者,0.73,0.608,0.764
得点,0.594,0.469,0.629
軽蔑,0.11,0.721,0.356
軽蔑した,0.062,0.529,0.226
軽蔑する,0.173,0.608,0.368
サソリ,0.198,0.745,0.6
スコッチ,0.578,0.52,0.615
悪党,0.094,0.74,0.412
洗い流す,0.388,0.602,0.632
惨劇,0.214,0.64,0.302
スカウト,0.656,0.611,0.763
しかめっ面,0.302,0.6,0.413
スクラブル,0.625,0.412,0.399
スクラム,0.306,0.485,0.409
スクランブル,0.469,0.744,0.5
スクランブル,0.451,0.535,0.539
スクランブラー,0.417,0.55,0.444
スクランブリング,0.421,0.81,0.731
スクラップ,0.156,0.339,0.173
スクラップブック,0.562,0.274,0.432
こする,0.365,0.615,0.384
スクレイピー,0.306,0.706,0.231
こする,0.265,0.479,0.305
ずんぐりした,0.301,0.375,0.406
スクラッチ,0.276,0.625,0.27
チクチクする,0.235,0.61,0.436
やせこけた,0.276,0.422,0.245
悲鳴,0.188,0.863,0.594
スクリーマー,0.156,0.67,0.392
絶叫,0.245,0.901,0.46
金切り声,0.214,0.802,0.306
画面,0.67,0.3,0.417
ふるい分け,0.562,0.57,0.709
脚本,0.5,0.406,0.518
脚本家,0.571,0.5,0.712
スクリュー,0.385,0.46,0.377
スクリューボール,0.271,0.68,0.505
ドライバー,0.52,0.519,0.439
ねじ込まれた,0.302,0.52,0.464
厄介な,0.344,0.596,0.45
くそくらえ,0.26,0.647,0.509
落書き,0.429,0.453,0.358
書く,0.541,0.264,0.491
スクリメージ,0.367,0.66,0.411
スクリプト,0.43,0.462,0.455
脚本,0.61,0.45,0.527
聖書的な,0.551,0.25,0.596
聖書,0.745,0.27,0.63
スクロール,0.375,0.63,0.409
陰嚢,0.396,0.653,0.361
おねだり,0.21,0.565,0.397
おねだり,0.323,0.49,0.358
スクラブ,0.417,0.42,0.5
みすぼらしい,0.194,0.435,0.176
おいしい,0.959,0.65,0.566
几帳面,0.545,0.685,0.602
精査する,0.458,0.587,0.573
精査,0.5,0.653,0.658
スキューバ,0.542,0.494,0.456
擦り傷,0.165,0.56,0.376
乱闘,0.146,0.8,0.529
スカリー,0.469,0.337,0.353
彫刻家,0.653,0.431,0.694
彫刻,0.75,0.346,0.49
彫刻された,0.708,0.373,0.557
スカム,0.357,0.38,0.218
かす袋,0.24,0.591,0.278
急いで,0.398,0.647,0.509
壊血病,0.354,0.462,0.312
自沈,0.438,0.398,0.43
海,0.833,0.353,0.589
海岸,0.663,0.356,0.507
シーフード,0.656,0.5,0.328
カモメ,0.635,0.245,0.314
密閉する,0.49,0.218,0.518
シール,0.412,0.241,0.402
継ぎ目,0.427,0.25,0.414
船員,0.52,0.51,0.672
シームレス,0.459,0.14,0.302
お針子,0.535,0.288,0.389
港,0.594,0.317,0.491
焦げる,0.49,0.553,0.6
探す,0.635,0.58,0.462
検索する,0.534,0.657,0.466
サーチライト,0.622,0.51,0.552
たたき,0.229,0.41,0.398
海岸,0.796,0.31,0.375
シーシック,0.115,0.683,0.245
シーサイド,0.887,0.52,0.508
シーズン,0.792,0.41,0.519
季節の,0.592,0.273,0.305
味付けした,0.812,0.57,0.509
調味料,0.633,0.388,0.479
シート,0.542,0.281,0.434
シートベルト,0.656,0.314,0.726
座席,0.552,0.265,0.286
海水,0.76,0.197,0.491
海藻,0.446,0.286,0.382
秒,0.49,0.385,0.38
離脱,0.323,0.561,0.509
人里離れた,0.357,0.265,0.24
隔離,0.23,0.558,0.505
2番目,0.49,0.21,0.25
はとこ,0.698,0.36,0.441
二次,0.636,0.375,0.26
中古,0.194,0.389,0.283
秘密,0.294,0.549,0.475
秘密,0.479,0.58,0.509
事務局,0.518,0.459,0.597
秘書,0.612,0.426,0.561
分泌する,0.427,0.567,0.518
分泌,0.354,0.582,0.529
秘密主義,0.39,0.25,0.538
こっそり,0.525,0.404,0.479
宗派,0.265,0.667,0.526
宗派,0.26,0.606,0.517
セクション,0.5,0.269,0.421
セクショナル,0.427,0.415,0.464
セクタ,0.594,0.19,0.569
世俗的な,0.463,0.461,0.52
世俗主義,0.367,0.44,0.559
安全,0.844,0.38,0.914
有価証券,0.75,0.304,0.852
安全,0.837,0.36,0.821
セダン,0.48,0.423,0.68
鎮静する,0.656,0.157,0.345
鎮静,0.51,0.27,0.398
鎮静剤,0.314,0.273,0.352
座りがちな,0.292,0.185,0.273
スゲ,0.406,0.396,0.339
堆積物,0.438,0.306,0.372
堆積物,0.398,0.265,0.5
扇動,0.327,0.557,0.591
誘惑する,0.462,0.864,0.689
誘惑者,0.704,0.812,0.775
誘惑する,0.569,0.794,0.708
誘惑,0.51,0.891,0.618
魅惑的な,0.771,0.821,0.667
見る,0.635,0.269,0.312
シード,0.656,0.135,0.306
苗,0.406,0.343,0.423
種,0.731,0.269,0.418
みすぼらしい,0.229,0.39,0.325
求める,0.622,0.429,0.482
探求者,0.646,0.464,0.553
思われる,0.471,0.302,0.298
一見,0.49,0.41,0.356
先見者,0.604,0.481,0.74
シーソー,0.57,0.559,0.41
沸き立つ,0.312,0.821,0.642
セグメント,0.469,0.29,0.44
分離する,0.29,0.627,0.44
隔離された,0.164,0.575,0.411
分離,0.302,0.545,0.39
地震,0.323,0.925,0.578
つかむ,0.656,0.644,0.673
発作,0.177,0.775,0.462
滅多,0.323,0.379,0.287
選択する,0.615,0.406,0.602
選択,0.594,0.34,0.595
選択的,0.612,0.347,0.706
セレクトマン,0.552,0.547,0.609
セレン,0.469,0.408,0.336
自己,0.704,0.37,0.5
自傷,0.35,0.62,0.407
自己中,0.061,0.637,0.495
わがまま,0.2,0.686,0.453
無私の,0.521,0.235,0.396
自己愛,0.854,0.63,0.661
自尊心,0.704,0.46,0.594
売る,0.618,0.608,0.605
売り手,0.635,0.471,0.635
売り切れ,0.398,0.49,0.465
セルツァー,0.448,0.452,0.406
セマンティクス,0.698,0.394,0.569
セマフォ,0.552,0.374,0.598
似ている,0.5,0.471,0.442
精液,0.5,0.755,0.471
学期,0.521,0.327,0.482
セミ,0.296,0.345,0.304
半自動,0.469,0.51,0.522
セミコロン,0.378,0.255,0.318
精力的な,0.459,0.413,0.566
セミナー,0.583,0.36,0.623
神学校,0.594,0.367,0.589
記号論,0.449,0.417,0.596
上院,0.49,0.349,0.836
上院議員,0.391,0.422,0.821
送信,0.663,0.48,0.537
差出人,0.542,0.449,0.509
老化,0.378,0.456,0.394
老人,0.28,0.211,0.305
シニア,0.561,0.415,0.536
年功序列,0.408,0.427,0.602
セニョール,0.527,0.217,0.63
セニョリータ,0.765,0.55,0.5
感覚,0.781,0.663,0.673
センセーショナル,0.938,0.827,0.858
検出,0.781,0.417,0.474
無意味,0.125,0.388,0.136
感覚,0.74,0.461,0.693
感性,0.583,0.423,0.448
分別のある,0.625,0.454,0.312
賢明に,0.786,0.337,0.396
センシティブ,0.714,0.426,0.254
感度,0.75,0.417,0.395
センサー,0.571,0.377,0.542
感覚的な,0.583,0.48,0.442
官能的な,0.73,0.79,0.642
官能,0.844,0.84,0.632
官能的な,0.854,0.798,0.625
文,0.625,0.265,0.548
量刑,0.12,0.782,0.561
感覚的な,0.583,0.417,0.363
感情,0.765,0.451,0.639
センチメンタル,0.583,0.378,0.312
感傷,0.771,0.548,0.319
センチネル,0.531,0.602,0.845
衛兵,0.47,0.547,0.684
分離可能,0.469,0.39,0.368
分ける,0.24,0.514,0.349
別々に,0.31,0.365,0.368
分離,0.198,0.592,0.409
分離主義者,0.245,0.627,0.537
セピア,0.448,0.27,0.345
敗血症,0.229,0.452,0.327
9月,0.521,0.333,0.361
敗血症,0.281,0.462,0.425
セプタム,0.276,0.423,0.41
続編,0.65,0.48,0.574
順序,0.543,0.35,0.529
順次,0.531,0.423,0.591
隔離された,0.16,0.863,0.427
隔離,0.177,0.86,0.5
セレナーデ,0.875,0.57,0.491
セレンディピティ,0.677,0.413,0.5
穏やかな,0.802,0.132,0.37
静けさ,0.9,0.122,0.557
軍曹,0.408,0.6,0.833
シリアル,0.469,0.35,0.472
シリアライズ,0.5,0.455,0.593
シリーズ,0.622,0.431,0.42
セリフ,0.531,0.417,0.415
深刻,0.5,0.455,0.619
真剣さ,0.439,0.365,0.75
説教,0.417,0.507,0.615
蛇,0.115,0.696,0.679
曲がりくねった,0.576,0.646,0.329
鋸歯状,0.388,0.435,0.418
血清,0.52,0.231,0.443
サーバント,0.34,0.408,0.331
仕える,0.622,0.4,0.384
サーバ,0.656,0.356,0.536
サービス,0.684,0.408,0.535
修理可能,0.834,0.4,0.684
卑屈な,0.439,0.327,0.415
奴隷状態,0.25,0.49,0.25
ごま,0.673,0.25,0.382
セスする,0.418,0.481,0.411
セッション,0.51,0.481,0.491
セッション,0.646,0.578,0.65
設定,0.521,0.482,0.63
挫折,0.198,0.451,0.25
セット,0.56,0.413,0.5
セッター,0.541,0.455,0.473
解決,0.833,0.52,0.772
決着,0.521,0.51,0.473
決済,0.635,0.412,0.723
入植者,0.573,0.453,0.519
入植者,0.531,0.434,0.534
設定,0.667,0.398,0.635
セブン,0.672,0.265,0.373
セブンティーン,0.585,0.296,0.321
セブンス,0.5,0.245,0.288
70,0.625,0.353,0.446
断つ,0.156,0.635,0.451
切断可能な,0.406,0.451,0.398
別々に,0.719,0.298,0.6
切断,0.396,0.62,0.541
ひどい,0.164,0.735,0.635
ひどく,0.219,0.673,0.7
重大度,0.26,0.712,0.661
縫う,0.51,0.34,0.34
下水,0.255,0.343,0.339
下水道,0.286,0.367,0.282
下水,0.208,0.45,0.198
縫い,0.625,0.337,0.356
セックス,0.803,0.939,0.704
性別差別,0.255,0.798,0.411
性的,0.584,0.959,0.64
セクシュアリティ,0.67,0.898,0.657
セクシー,0.865,0.945,0.802
みすぼらしい,0.235,0.519,0.259
小屋,0.396,0.425,0.339
シャックル,0.276,0.58,0.414
シェード,0.388,0.265,0.278
色合い,0.49,0.3,0.38
シェーディング,0.42,0.324,0.318
影の多い,0.302,0.343,0.158
陰気な,0.135,0.373,0.33
日陰,0.323,0.509,0.375
軸,0.549,0.275,0.472
シャグ,0.417,0.462,0.34
毛むくじゃら,0.51,0.302,0.321
振る,0.439,0.689,0.539
シェイクダウン,0.286,0.692,0.481
揺れた,0.344,0.657,0.333
シェーカー,0.52,0.728,0.518
揺れる,0.275,0.849,0.255
揺れる,0.26,0.734,0.223
しなければならない,0.51,0.385,0.412
浅い,0.427,0.298,0.351
浅瀬,0.388,0.368,0.368
偽物,0.354,0.602,0.395
シャーマン,0.49,0.531,0.604
修羅場,0.271,0.696,0.287
恥,0.06,0.67,0.155
恥ずかしい,0.135,0.567,0.218
恥ずかしい,0.04,0.68,0.264
恥知らず,0.274,0.713,0.407
シャンプー,0.604,0.18,0.25
上海,0.551,0.45,0.509
シャンク,0.53,0.393,0.286
小屋,0.427,0.459,0.255
形,0.592,0.24,0.422
格好良く,0.771,0.441,0.83
シャード,0.388,0.407,0.426
シェア,0.759,0.548,0.545
株主,0.656,0.632,0.915
共有,0.827,0.462,0.545
鮫,0.26,0.845,0.596
シャープ,0.459,0.585,0.585
研ぐ,0.582,0.694,0.611
研ぎ澄まされた,0.573,0.647,0.727
削り器,0.532,0.435,0.327
切れ味,0.729,0.385,0.653
狙撃手,0.24,0.929,0.764
粉々になる,0.108,0.821,0.464
粉々になった,0.097,0.806,0.309
粉々になる,0.135,0.76,0.475
剃る,0.521,0.41,0.48
シェーバー,0.418,0.45,0.392
シェービング,0.5,0.469,0.353
ショール,0.72,0.365,0.23
束,0.396,0.387,0.456
剪断,0.286,0.647,0.388
鋏,0.429,0.527,0.254
シース,0.46,0.314,0.342
シース,0.378,0.48,0.642
小屋,0.427,0.402,0.47
光沢,0.812,0.51,0.712
羊,0.604,0.206,0.161
牧羊犬,0.684,0.442,0.529
しつこい,0.326,0.441,0.205
薄い,0.604,0.25,0.481
シート,0.439,0.174,0.302
シェイク,0.521,0.579,0.708
棚,0.561,0.202,0.366
シェル,0.615,0.408,0.391
貝,0.594,0.412,0.393
砲撃,0.337,0.917,0.773
シェルター,0.704,0.229,0.569
保護された,0.59,0.377,0.717
シェルター,0.582,0.333,0.482
棚上げ,0.306,0.166,0.321
羊飼い,0.656,0.304,0.61
シャーベット,0.592,0.363,0.348
シェリフ,0.602,0.541,0.802
シェリー,0.594,0.477,0.315
シールド,0.51,0.373,0.663
シフト,0.479,0.61,0.491
シフト,0.518,0.548,0.546
ずるい,0.365,0.687,0.483
シリング,0.521,0.342,0.43
きらめき,0.745,0.562,0.656
きらめく,0.844,0.648,0.904
シミー,0.478,0.476,0.462
すね,0.459,0.5,0.231
シンディグ,0.552,0.56,0.491
輝く,0.844,0.539,0.741
シャイナー,0.74,0.51,0.556
帯状疱疹,0.51,0.2,0.41
シャイニング,0.885,0.673,0.812
光沢のある,0.885,0.604,0.787
輸送する,0.646,0.5,0.439
出荷,0.582,0.44,0.452
運送,0.622,0.327,0.443
船型,0.594,0.48,0.474
難破船,0.268,0.768,0.373
造船所,0.398,0.583,0.595
シャイア,0.479,0.257,0.609
シャツ,0.698,0.186,0.231
たわごと,0,0.678,0.294
たわごと,0.281,0.658,0.39
たわごと,0.214,0.695,0.38
たわごと,0.12,0.645,0.302
くだらない,0.271,0.545,0.333
たわごと,0.02,0.606,0.161
くそったれ,0.076,0.673,0.232
くだらない,0.02,0.679,0.163
震える,0.26,0.765,0.236
震え,0.122,0.663,0.373
浅瀬,0.396,0.408,0.375
ショック,0.286,0.821,0.453
ショックを受けた,0.292,0.773,0.375
ショッカー,0.235,0.804,0.616
ショッキング,0.378,0.853,0.833
ゾッとするほど,0.51,0.924,0.721
見掛け倒し,0.082,0.463,0.179
靴,0.517,0.225,0.288
靴紐,0.396,0.28,0.307
靴屋,0.396,0.269,0.491
靴,0.729,0.324,0.21
靴磨き,0.392,0.387,0.325
震えた,0.163,0.759,0.509
シュート,0.092,0.926,0.625
シューター,0.224,0.814,0.774
撮影,0.276,0.931,0.602
銃撃戦,0.08,0.927,0.615
店,0.725,0.632,0.565
店主,0.677,0.51,0.73
万引き犯,0.167,0.83,0.5
万引き,0.152,0.833,0.441
買い物客,0.646,0.615,0.741
買い物,0.915,0.445,0.63
海岸,0.542,0.304,0.204
海岸線,0.677,0.296,0.529
刈った,0.396,0.415,0.4
短い,0.184,0.264,0.237
ショートストーリー,0.697,0.321,0.348
不足,0.094,0.455,0.198
ショートケーキ,0.677,0.359,0.398
欠点,0.195,0.37,0.258
ショートカット,0.594,0.308,0.426
短くする,0.302,0.382,0.46
ショートニング,0.286,0.333,0.385
速記,0.459,0.45,0.461
まもなく,0.582,0.31,0.36
短さ,0.459,0.28,0.272
ショーツ,0.622,0.481,0.287
遊撃手,0.418,0.529,0.45
短波,0.46,0.271,0.368
ショット,0.144,0.75,0.569
散弾銃,0.2,0.868,0.684
ショルダー,0.562,0.286,0.406
叫ぶ,0.229,0.925,0.444
突く,0.306,0.69,0.602
シャベル,0.427,0.308,0.267
雪かき,0.265,0.62,0.537
見せる,0.673,0.771,0.719
芸能界,0.661,0.713,0.598
ビッグボート,0.618,0.625,0.509
ショーケース,0.521,0.255,0.415
対決,0.302,0.95,0.692
シャワー,0.669,0.346,0.336
ショーガール,0.633,0.694,0.481
見せている,0.622,0.54,0.491
見せびらかす,0.344,0.598,0.463
ショールーム,0.74,0.441,0.536
派手,0.698,0.657,0.661
破片,0.24,0.74,0.681
シュレッド,0.224,0.75,0.627
じゃじゃ馬,0.306,0.463,0.39
抜け目のない,0.551,0.673,0.816
悲鳴,0.459,0.827,0.491
甲高い,0.312,0.721,0.64
エビ,0.571,0.361,0.425
神社,0.802,0.255,0.574
縮む,0.385,0.453,0.272
収縮,0.19,0.4,0.217
しわが寄る,0.16,0.409,0.143
シュラウド,0.417,0.457,0.389
低木,0.531,0.34,0.34
植え込み,0.49,0.267,0.332
肩をすくめる,0.208,0.296,0.278
縮んだ,0.163,0.354,0.218
縮んだ,0.5,0.373,0.221
身震い,0.344,0.791,0.559
身震い,0.302,0.802,0.638
シャッフル,0.459,0.45,0.556
シャッフルボード,0.531,0.459,0.377
シャッフリング,0.521,0.408,0.293
避ける,0.418,0.604,0.389
敬遠された,0.271,0.464,0.367
シャント,0.312,0.5,0.47
シャット,0.24,0.352,0.311
シャットダウン,0.173,0.367,0.418
シャットアイ,0.521,0.43,0.431
黙れ,0.281,0.442,0.48
シャッター,0.191,0.38,0.482
シャトル,0.531,0.591,0.547
うるさい,0.333,0.56,0.491
シャイ,0.28,0.153,0.132
内気,0.312,0.265,0.246
シャイスター,0.292,0.567,0.424
同胞,0.698,0.298,0.593
兄弟,0.857,0.34,0.636
シック,0.37,0.459,0.38
病気,0.104,0.431,0.136
病室,0.296,0.51,0.345
病んだ,0.051,0.5,0.294
気分が悪くなる,0.074,0.618,0.259
鎌,0.427,0.585,0.37
病弱,0.188,0.55,0.191
病気,0.094,0.704,0.288
側,0.439,0.288,0.395
サイドアーム,0.41,0.474,0.5
サイドバー,0.469,0.364,0.405
サイドボード,0.59,0.259,0.426
もみあげ,0.777,0.327,0.308
サイドカー,0.552,0.449,0.5
相棒,0.602,0.439,0.509
副業,0.44,0.382,0.517
余興,0.458,0.594,0.658
横歩き,0.378,0.559,0.407
歩道,0.479,0.192,0.348
横向き,0.788,0.245,0.291
サイドワインダー,0.5,0.5,0.439
包囲,0.271,0.75,0.567
シエスタ,0.74,0.046,0.295
ふるい,0.459,0.25,0.333
ふるいにかける,0.542,0.412,0.461
ふるいにかける,0.571,0.469,0.474
はぁ,0.469,0.387,0.273
視力,0.684,0.25,0.528
目撃,0.582,0.56,0.627
観光,0.875,0.552,0.697
シグマ,0.49,0.472,0.535
サイン,0.62,0.481,0.397
信号,0.615,0.417,0.464
サイン,0.57,0.422,0.657
意義,0.82,0.46,0.644
重要,0.827,0.649,0.786
意味付け,0.583,0.337,0.53
意味する,0.453,0.422,0.634
道標,0.51,0.4,0.446
沈黙,0.438,0.2,0.223
サイレンサー,0.417,0.356,0.482
静けさ,0.469,0.125,0.28
黙って,0.448,0.185,0.306
シルエット,0.582,0.41,0.288
ケイ素,0.439,0.448,0.445
シリコーン,0.48,0.34,0.333
シルク,0.76,0.115,0.3
絹のような,0.73,0.265,0.394
シルキー,0.802,0.397,0.271
敷居,0.433,0.375,0.324
愚かさ,0.327,0.368,0.192
馬鹿な,0.384,0.349,0.161
サイロ,0.4,0.365,0.357
シルト,0.51,0.269,0.2
銀,0.684,0.451,0.615
銀器,0.663,0.365,0.409
銀色,0.543,0.46,0.517
似ている,0.562,0.25,0.423
類似性,0.729,0.255,0.518
比喩,0.615,0.363,0.464
煮る,0.65,0.293,0.393
とろとろ,0.382,0.613,0.412
単純,0.653,0.13,0.314
シンプル,0.724,0.24,0.263
シンプトン,0.429,0.144,0.358
シンプルさ,0.667,0.25,0.337
簡素化する,0.565,0.347,0.602
単純な,0.49,0.245,0.391
単に,0.535,0.148,0.393
シミュレートする,0.551,0.375,0.417
シミュレートされた,0.5,0.461,0.356
シミュレート,0.552,0.462,0.481
シミュレーション,0.552,0.574,0.567
シミュレーター,0.677,0.559,0.583
同時に,0.691,0.577,0.554
同時に,0.656,0.49,0.609
罪,0.177,0.712,0.449
誠実,0.918,0.265,0.725
誠実さ,0.908,0.351,0.686
罪深い,0.143,0.788,0.417
歌う,0.858,0.606,0.42
歌手,0.802,0.735,0.628
歌う,0.885,0.594,0.528
独身,0.291,0.354,0.259
一人で,0.553,0.354,0.466
特異な,0.61,0.302,0.482
特異点,0.582,0.348,0.654
単独で,0.571,0.33,0.527
不吉な,0.125,0.896,0.581
シンク,0.375,0.439,0.322
シンカー,0.302,0.557,0.538
沈む,0.135,0.439,0.342
罪人,0.237,0.667,0.356
罪を犯している,0.17,0.7,0.422
副鼻腔,0.531,0.563,0.34
一口,0.375,0.38,0.213
サイフォン,0.354,0.333,0.435
すすっている,0.469,0.349,0.377
お客様,0.622,0.306,0.778
父,0.854,0.452,0.808
サイレン,0.57,0.627,0.5
サーロイン,0.546,0.418,0.373
弱虫,0.333,0.562,0.232
妹,0.916,0.324,0.562
姉妹関係,0.837,0.415,0.696
座る,0.561,0.23,0.368
シットコム,0.562,0.537,0.407
サイト,0.677,0.265,0.452
シス,0.439,0.564,0.373
シッター,0.656,0.429,0.404
座っている,0.561,0.146,0.353
位置する,0.51,0.31,0.483
位置する,0.542,0.231,0.543
状況,0.531,0.387,0.6
六,0.5,0.154,0.271
6ペンス,0.469,0.417,0.463
16,0.583,0.29,0.324
6番目,0.521,0.275,0.366
60,0.694,0.24,0.433
かなりの,0.727,0.337,0.657
サイズ,0.531,0.336,0.569
シズル,0.427,0.704,0.368
スカ,0.458,0.575,0.245
スケート,0.74,0.653,0.508
スケートボード,0.677,0.55,0.353
スケーター,0.633,0.774,0.652
スケート,0.745,0.673,0.435
スケダドル,0.427,0.596,0.422
スキート,0.469,0.549,0.413
かせ,0.449,0.372,0.287
骨格的な,0.306,0.558,0.318
スケルトン,0.183,0.464,0.343
懐疑的,0.135,0.44,0.5
懐疑的,0.207,0.5,0.452
懐疑論,0.229,0.48,0.582
スケッチ,0.704,0.276,0.42
スケッチ,0.729,0.327,0.4
大ざっぱな,0.333,0.479,0.241
歪んだ,0.34,0.48,0.361
串,0.47,0.365,0.457
スキー,0.684,0.67,0.471
スキッド,0.357,0.64,0.44
スキーヤー,0.802,0.788,0.639
スキフ,0.479,0.375,0.472
スキー,0.823,0.824,0.62
スキージャンプ,0.635,0.647,0.482
スキル,0.847,0.701,0.833
熟練した,0.886,0.614,0.929
スキレット,0.51,0.296,0.345
巧みな,0.802,0.616,0.908
スキム,0.418,0.328,0.322
露出度の高い,0.302,0.349,0.208
肌,0.569,0.35,0.395
スキニー,0.333,0.333,0.298
スキップ,0.458,0.804,0.439
スキッパー,0.44,0.577,0.692
小競り合い,0.29,0.64,0.474
スカート,0.602,0.463,0.226
幅木,0.449,0.529,0.386
スカート,0.622,0.538,0.241
寸劇,0.438,0.434,0.421
ずる賢い,0.156,0.815,0.172
頭蓋骨,0.276,0.558,0.574
スカンク,0.284,0.491,0.38
空,0.958,0.234,0.401
天窓,0.708,0.314,0.343
スカイライン,0.592,0.412,0.662
超高層ビル,0.622,0.696,0.798
スラブ,0.398,0.265,0.264
スラック,0.521,0.283,0.446
スラグ,0.266,0.6,0.254
スラム,0.459,0.577,0.48
スラマー,0.417,0.565,0.391
中傷,0.184,0.604,0.454
誹謗中傷,0.057,0.8,0.337
スラング,0.479,0.418,0.491
傾斜,0.469,0.396,0.536
平手打ち,0.1,0.804,0.518
スラッシュ,0.26,0.5,0.509
スラッシュ,0.33,0.328,0.41
スレート,0.531,0.283,0.431
スレート,0.5,0.27,0.342
虐殺,0.052,0.953,0.602
食肉処理場,0.146,0.794,0.472
屠殺,0.133,0.947,0.714
スレーブ,0.171,0.795,0.151
奴隷制,0.052,0.783,0.218
殺す,0.133,0.92,0.585
スレイヤー,0.041,0.93,0.661
ずるい,0.312,0.538,0.405
下品な,0.292,0.674,0.37
そり,0.635,0.547,0.446
そり,0.625,0.547,0.422
そり,0.646,0.5,0.361
大型ハンマー、大槌,0.449,0.479,0.482
なめらかな,0.75,0.484,0.643
寝る,0.719,0.09,0.339
枕木,0.64,0.154,0.254
睡眠,0.704,0.091,0.312
不眠,0.213,0.41,0.207
不眠,0.104,0.604,0.202
外泊,0.815,0.519,0.34
眠いです,0.604,0.125,0.25
